idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
176,AZ,AZ, 4,85546, 2,1,1,1,N, , 3, 1,111,1000,1000,062688,062888,     0.2,     0.0,   147.430770,0,0,  9,GRAHAM              
177,AZ,AZ, 4,85546, 2,1,1,3,N, , 4, 1,  7,0700,1100,052588,052688,     0.0,     0.0,   150.245112,0,0,  9,GRAHAM              
178,AZ,AZ, 4,85546, 2,1,1,2,N, , 2, 1,  8,1615,1900,050588,050588,     0.7,   118.2,   136.060971,0,0,  9,GRAHAM              
179,AZ,AZ, 4,85546, 2,1,1,3,N, , 3, 1, 12,0630,0630,050588,051188,     1.1,    26.9,   147.430770,0,0,  9,GRAHAM              
180,AZ,AZ, 4,85552, 2,1,1,2,N, , 3, 1, 42,0800,0800,010188,010188,     2.0,    11.8,   147.430770,0,0,  9,GRAHAM              
181,AZ,AZ, 4,85552, 2,1,1,3,N, , 1, 1, 38,1200,1200,010188,010188,     2.8,    15.5,   128.784975,0,0,  9,GRAHAM              
182,AZ,AZ, 4,85552, 2,1,1,3,N, , 4, 1, 45,0800,0800,012388,012588,     1.0,    19.7,   150.245112,0,0,  9,GRAHAM              
183,AZ,AZ, 4,85552, 2,1,1,1,N, , 5, 1,100,0500,0505,061388,061588,     0.7,    35.6,   120.341352,0,0,  9,GRAHAM              
184,AZ,AZ, 4,85552, 2,1,1,1,N, , 2, 1, 90,0900,0900,061488,061688,     0.1,     0.0,   136.060971,0,0,  9,GRAHAM              
185,AZ,AZ, 4,85552, 2,0,9,0, , , 2, 1, 13,0900,0800,050588,051288,     0.7,    54.8,   136.060971,0,0,  9,GRAHAM              
186,AZ,AZ, 4,85533, 2,1,1,3,N, , 3, 1, 10,1100,1100,050588,050588,     1.2,    17.7,   147.430770,0,0, 11,GREENLEE            
187,AZ,AZ, 4,85534, 2,1,1,3,N, , 2, 1, 39,0800,0800,122887,123087,     0.7,    36.4,   136.060971,0,0, 11,GREENLEE            
188,AZ,AZ, 4,85534, 2,1,1,3,N, , 1, 1, 47,1600,1600,012688,012888,     2.2,    12.1,   128.784975,0,0, 11,GREENLEE            
189,AZ,AZ, 4,85534, 2,1,1,2,N, , 4, 1, 78,0700,0700,041288,041488,     0.8,    28.0,   150.245112,0,0, 11,GREENLEE            
190,AZ,AZ, 4,85534, 2,1,1,1,N, , 1, 1, 77,0755,0820,042088,042288,     2.4,    10.2,   128.784975,0,0, 11,GREENLEE            
191,AZ,AZ, 4,85534, 2,1,1,1,N, , 4, 1, 89,0800,0800,060688,060688,     0.5,    37.4,   150.245112,0,0, 11,GREENLEE            
192,AZ,AZ, 4,85534, 2,1,1,3,N, , 5, 1,107,0817,0817,062888,063088,     0.9,    40.0,   120.341352,0,0, 11,GREENLEE            
193,AZ,AZ, 4,85540, 2,1,1,3,N, , 1, 1, 21,1100,1100,121087,121287,     0.3,     0.0,   128.784975,0,0, 11,GREENLEE            
194,AZ,AZ, 4,85325, 3,1,1,1, , , 2, 2, 51,1000,1100,020288,020288,     0.5,     0.0,   363.432059,0,0, 12,LA PAZ              
195,AZ,AZ, 4,85344, 3,1,1,3,N, , 4, 2,118,1600,1600,070788,070788,     0.0,     0.0,   364.804020,0,0, 12,LA PAZ              
196,AZ,AZ, 4,58206, 3,1,1,1,N, , 2, 2, 51,2100,2100,020288,020288,     1.7,    15.3,   363.432059,0,1, 13,MARICOPA            
197,AZ,AZ, 4,85001, 3,1,1,2,N, , 4, 2, 85,2130,2130,060688,060688,     1.5,    13.4,   364.804020,0,0, 13,MARICOPA            
198,AZ,AZ, 4,85003, 3,1,1,3,N, , 5, 2, 61,0810,0945,040488,041088,     1.4,    15.7,   364.958323,0,0, 13,MARICOPA            
199,AZ,AZ, 4,85003, 3,1,1,7,N, , 4, 2, 93,1100,1100,061088,061288,     0.7,    34.9,   364.804020,1,0, 13,MARICOPA            
200,AZ,AZ, 4,85003, 3,1,1,1,N, , 2, 2,  2,0920,0925,042288,042488,     1.7,    16.0,   363.432059,0,0, 13,MARICOPA            
201,AZ,AZ, 4,85006, 3,1,1,3,N, , 5, 2, 44,1630,1800,010188,011188,     1.5,    30.3,   364.958323,0,0, 13,MARICOPA            
202,AZ,AZ, 4,85006, 3,1,1,2,N, , 1, 2, 47,2000,2000,011888,012088,     2.9,    11.0,   359.164059,1,0, 13,MARICOPA            
203,AZ,AZ, 4,85006, 3,1,1,7,N, , 5, 2, 85,2112,2113,060688,060688,     0.0,     0.0,   364.958323,0,0, 13,MARICOPA            
204,AZ,AZ, 4,85006, 3,1,1,3,N, , 2, 2, 92,0635,0643,061088,061288,     0.6,    39.3,   363.432059,0,0, 13,MARICOPA            
205,AZ,AZ, 4,85006, 3,1,1,7,N, , 4, 2, 89,1245,1300,060688,060688,     0.3,     0.0,   364.804020,0,0, 13,MARICOPA            
206,AZ,AZ, 4,85007, 3,1,1,3,N, , 2, 2, 47,0800,0800,012088,012288,     2.7,     9.3,   363.432059,0,0, 13,MARICOPA            
207,AZ,AZ, 4,85007, 3,1,1,1,N, , 4, 2, 68,1340,1030,031888,032188,     0.8,    89.8,   364.804020,0,0, 13,MARICOPA            
208,AZ,AZ, 4,85007, 3,1,1,2,N, , 2, 2, 98,1700,1700,061288,061488,     0.1,     0.0,   363.432059,0,0, 13,MARICOPA            
209,AZ,AZ, 4,85007, 3,1,1,1,N, , 3, 2,122,1700,1700,071588,071788,     0.2,     0.0,   378.243829,1,0, 13,MARICOPA            
210,AZ,AZ, 4,85008, 3,0,9,0, , , 4, 2, 22,0800,0800,120287,120287,     1.6,    13.9,   364.804020,0,0, 13,MARICOPA            
211,AZ,AZ, 4,85008, 3,1,1,3,N, , 4, 2, 30,1415,1417,112887,113087,     1.3,    12.8,   364.804020,0,0, 13,MARICOPA            
212,AZ,AZ, 4,85008, 3,2,1,2,N, , 5, 2, 29,1659,1716,120287,120287,     1.0,    23.7,   364.958323,0,0, 13,MARICOPA            
213,AZ,AZ, 4,85008, 3,1,1,7,N, , 4, 2, 32,1330,1335,120287,121087,     1.0,    29.0,   364.804020,0,0, 13,MARICOPA            
214,AZ,AZ, 4,85008, 3,1,1,1,N, , 3, 2, 43,1230,1240,012488,012688,     0.9,    32.2,   378.243829,0,0, 13,MARICOPA            
215,AZ,AZ, 4,85008, 3,1,1,3,N, , 2, 2, 37,1100,1100,121987,122187,     0.4,     0.0,   363.432059,0,0, 13,MARICOPA            
216,AZ,AZ, 4,85008, 3,1,1,2,N, , 2, 2, 67,1500,1500,031888,032088,     3.4,     8.4,   363.432059,0,0, 13,MARICOPA            
217,AZ,AZ, 4,85008, 3,1,1,7,N, , 2, 2, 74,2000,2000,040488,040488,     0.6,    50.2,   363.432059,0,0, 13,MARICOPA            
218,AZ,AZ, 4,85008, 3,1,1,1,N, , 1, 2, 74,1630,1630,040488,040488,     0.6,    49.4,   359.164059,0,0, 13,MARICOPA            
219,AZ,AZ, 4,85008, 3,1,1,3,N, , 2, 2, 79,1530,1530,041388,041588,     0.8,    26.1,   363.432059,0,0, 13,MARICOPA            
220,AZ,AZ, 4,85008, 3,1,1,2,N, , 5, 2, 94,2000,2000,061588,061788,     0.5,     0.0,   364.958323,0,0, 13,MARICOPA            
221,AZ,AZ, 4,85008, 3,1,1,1,N, , 5, 2,  9,1635,2000,050588,051088,     0.9,    32.6,   364.958323,0,0, 13,MARICOPA            
222,AZ,AZ, 4,85009, 3,1,1,3, , , 1, 2, 51,0930,1700,020288,021088,     0.0,     0.0,   359.164059,0,0, 13,MARICOPA            
223,AZ,AZ, 4,85009, 3,1,1,2, , , 3, 2, 52,1510,1950,012988,020288,     2.8,    14.5,   378.243829,0,0, 13,MARICOPA            
224,AZ,AZ, 4,85009, 3,1,1,3,N, , 4, 2,102,0835,0835,061588,061788,     0.2,     0.0,   364.804020,0,0, 13,MARICOPA            
225,AZ,AZ, 4,85009, 3,1,1,3,N, , 5, 2,101,2200,2200,061888,062088,     0.0,     0.0,   364.958323,0,0, 13,MARICOPA            
226,AZ,AZ, 4,85009, 3,1,1,3,N, , 1, 2, 13,0745,0745,050588,051188,     0.4,     0.0,   359.164059,0,0, 13,MARICOPA            
227,AZ,AZ, 4,85012, 3,1,1,1,N, , 4, 2, 73,0630,0630,032988,033188,     0.7,    32.9,   364.804020,0,0, 13,MARICOPA            
228,AZ,AZ, 4,85012, 3,1,1,3,N, , 2, 2,  4,0800,0800,042388,042588,     1.2,    35.5,   363.432059,0,0, 13,MARICOPA            
229,AZ,AZ, 4,85013, 3,0,9,0, , , 3, 2, 39,1500,1300,011488,011888,     6.6,    16.9,   378.243829,0,0, 13,MARICOPA            
230,AZ,AZ, 4,85013, 3,0,9,0, , , 5, 2, 90,0540,0700,061588,061788,     0.2,     0.0,   364.958323,0,0, 13,MARICOPA            
231,AZ,AZ, 4,85013, 3,2,1,3,N, , 2, 2, 89,2130,0915,060688,060688,     3.4,     7.1,   363.432059,0,0, 13,MARICOPA            
232,AZ,AZ, 4,85013, 3,1,1,3,N, , 1, 2,123,1200,2000,070788,070788,     0.2,     0.0,   359.164059,0,0, 13,MARICOPA            
233,AZ,AZ, 4,85013, 3,2,1,2,N, , 4, 2,116,0730,0730,072188,072488,     1.0,    57.1,   364.804020,0,0, 13,MARICOPA            
234,AZ,AZ, 4,85013, 3,1,1,1,N, , 1, 2,  1,1425,1425,042088,042488,     1.7,    10.9,   359.164059,0,0, 13,MARICOPA            
235,AZ,AZ, 4,85014, 3,0,9,0, , , 2, 2, 33,1320,1320,120287,121087,     2.3,    68.1,   363.432059,0,0, 13,MARICOPA            
236,AZ,AZ, 4,85014, 3,1,1,7,N, , 4, 2, 36,1100,1100,010188,010188,     4.6,     7.0,   364.804020,0,0, 13,MARICOPA            
237,AZ,AZ, 4,85014, 3,0,9,0, , , 1, 2, 31,1800,1800,120287,121287,     1.4,    66.0,   359.164059,0,0, 13,MARICOPA            
238,AZ,AZ, 4,85014, 3,5,1,7,N, , 3, 2, 31,1530,1530,120287,120287,     2.0,    11.5,   378.243829,0,0, 13,MARICOPA            
239,AZ,AZ, 4,85014, 3,1,1,3,N, , 2, 2, 60,1710,1710,030388,030388,     0.9,    32.6,   363.432059,0,0, 13,MARICOPA            
240,AZ,AZ, 4,85014, 3,1,1,1,N, , 2, 2, 64,1630,1630,031588,031788,     1.7,    15.5,   363.432059,0,0, 13,MARICOPA            
241,AZ,AZ, 4,85014, 3,1,1,1,N, , 1, 2, 69,1430,1600,032588,032788,     1.1,    20.7,   359.164059,0,0, 13,MARICOPA            
242,AZ,AZ, 4,85014, 3,1,1,1,N, , 2, 2, 71,1600,0630,040488,040488,     1.3,    19.9,   363.432059,0,0, 13,MARICOPA            
243,AZ,AZ, 4,85014, 3,1,1,5,N, , 3, 2, 79,0930,0930,042588,042788,     1.5,    18.6,   378.243829,0,0, 13,MARICOPA            
244,AZ,AZ, 4,85014, 3,1,1,1,N, , 5, 2, 87,2235,2242,061888,062088,     0.4,     0.0,   364.958323,0,0, 13,MARICOPA            
245,AZ,AZ, 4,85014, 3,1,1,1,N, , 4, 2, 86,1600,1300,060688,060688,     0.3,     0.0,   364.804020,0,0, 13,MARICOPA            
246,AZ,AZ, 4,85014, 3,2,1,1,N, , 5, 2, 88,0800,0800,060688,060688,     1.6,    12.4,   364.958323,0,0, 13,MARICOPA            
247,AZ,AZ, 4,85014, 3,1,1,3,N, , 4, 2,  4,2030,2030,042588,042788,     0.5,     0.0,   364.804020,0,0, 13,MARICOPA            
248,AZ,AZ, 4,85014, 3,1,1,1,N, , 5, 2, 13,1045,1350,070788,070788,     1.1,    34.2,   364.958323,0,0, 13,MARICOPA            
249,AZ,AZ, 4,85015, 3,0,9,0, , , 4, 2, 40,1250,1251,010188,010188,     1.5,    20.7,   364.804020,0,0, 13,MARICOPA            
250,AZ,AZ, 4,85015, 3,1,1,2,N, , 5, 2, 32,1345,1730,121887,122087,     1.7,    27.6,   364.958323,0,0, 13,MARICOPA            
251,AZ,AZ, 4,85015, 3,0,9,0, , , 5, 2, 48,1220,1700,012088,012288,     2.8,     9.6,   364.958323,0,0, 13,MARICOPA            
252,AZ,AZ, 4,85015, 3,5,1,3,N, , 1, 2, 54,0700,0700,022288,022488,     2.6,    13.6,   359.164059,0,0, 13,MARICOPA            
253,AZ,AZ, 4,85015, 3,2,1,1,N, , 2, 2, 54,0805,0807,022988,030388,     5.4,     8.1,   363.432059,0,0, 13,MARICOPA            
254,AZ,AZ, 4,85015, 3,1,1,1,N, , 4, 2, 54,1245,1507,032488,032688,     0.9,    31.9,   364.804020,0,0, 13,MARICOPA            
255,AZ,AZ, 4,85015, 3,1,1,1,N, , 4, 2, 66,1500,1700,031688,031888,     2.2,    10.6,   364.804020,0,0, 13,MARICOPA            
256,AZ,AZ, 4,85015, 3,1,1,3,N, , 4, 2, 82,0530,0530,052088,052288,     0.4,     0.0,   364.804020,0,0, 13,MARICOPA            
257,AZ,AZ, 4,85015, 3,1,1,1,N, , 1, 2, 75,1430,1430,040488,041188,     1.4,    15.4,   359.164059,0,0, 13,MARICOPA            
258,AZ,AZ, 4,85015, 3,1,1,2,N, , 1, 2, 83,1200,1800,052188,052388,     0.6,    25.0,   359.164059,0,0, 13,MARICOPA            
259,AZ,AZ, 4,85015, 3,1,1,3,N, , 2, 2,106,0845,0858,062788,062988,     0.1,     0.0,   363.432059,0,0, 13,MARICOPA            
260,AZ,AZ, 4,85015, 3,1,1,3,N, , 5, 2, 95,0630,0638,062088,062488,     0.3,     0.0,   364.958323,0,0, 13,MARICOPA            
261,AZ,AZ, 4,85015, 3,1,1,1,N, , 2, 2, 87,1125,1125,061188,061388,     0.3,     0.0,   363.432059,0,0, 13,MARICOPA            
262,AZ,AZ, 4,85015, 3,1,1,1,N, , 1, 2,126,0700,0700,070788,070788,     0.4,     0.0,   359.164059,0,0, 13,MARICOPA            
263,AZ,AZ, 4,85015, 3,1,1,3,N, , 5, 2, 10,0700,0700,050588,050588,     1.4,    17.8,   364.958323,0,0, 13,MARICOPA            
264,AZ,AZ, 4,85016, 3,1,1,7,N, , 4, 2, 34,2000,2000,122687,122887,     1.7,    23.6,   364.804020,0,0, 13,MARICOPA            
265,AZ,AZ, 4,85016, 3,1,1,2,N, , 4, 2, 45,1430,1435,011288,011488,     0.9,    32.8,   364.804020,0,0, 13,MARICOPA            
266,AZ,AZ, 4,85016, 3,1,1,2,N, , 4, 2, 49,2030,2200,012288,012488,     2.7,     9.7,   364.804020,0,0, 13,MARICOPA            
267,AZ,AZ, 4,85016, 3,2,1,2,N, , 5, 2, 58,0900,1000,022788,022988,     0.8,    26.3,   364.958323,0,0, 13,MARICOPA            
268,AZ,AZ, 4,85016, 3,1,1,1,N, , 2, 2, 69,2045,2245,032588,032788,     0.8,    64.5,   363.432059,0,0, 13,MARICOPA            
269,AZ,AZ, 4,85016, 3,2,1,2,N, , 3, 2, 72,0725,0725,040488,040488,     0.9,    23.5,   378.243829,0,0, 13,MARICOPA            
270,AZ,AZ, 4,85016, 3,1,1,1,N, , 4, 2, 78,1730,1730,041388,041588,     0.3,     0.0,   364.804020,0,0, 13,MARICOPA            
271,AZ,AZ, 4,85016, 3,1,1,7,N, , 2, 2,114,1010,0815,062588,062888,     1.0,    34.6,   363.432059,0,0, 13,MARICOPA            
272,AZ,AZ, 4,85016, 3,1,1,3,N, , 2, 2,113,2100,2100,062888,063088,     0.9,    30.9,   363.432059,0,0, 13,MARICOPA            
273,AZ,AZ, 4,85016, 3,2,1,1,N, , 1, 2,102,0800,0800,062088,062288,     2.4,     9.0,   359.164059,0,0, 13,MARICOPA            
274,AZ,AZ, 4,85016, 3,1,1,1,N, , 2, 2, 13,1230,1730,050588,050588,     1.1,    20.7,   363.432059,0,0, 13,MARICOPA            
275,AZ,AZ, 4,85017, 3,1,1,3,N, , 4, 2, 81,0700,0700,053088,060688,     0.0,     0.0,   364.804020,0,0, 13,MARICOPA            
276,AZ,AZ, 4,85017, 3,1,1,2,N, , 3, 2, 86,1900,1900,061788,061988,     0.2,     0.0,   378.243829,0,0, 13,MARICOPA            
277,AZ,AZ, 4,85017, 3,1,1,3,N, , 4, 2,126,1130,1130,070788,070788,     0.4,     0.0,   364.804020,0,0, 13,MARICOPA            
278,AZ,AZ, 4,85017, 3,1,1,3,N, , 5, 2, 11,0620,0620,051688,051888,     1.0,    29.1,   364.958323,0,0, 13,MARICOPA            
279,AZ,AZ, 4,85017, 3,1,1,3,N, , 1, 2, 14,1450,1500,051088,051288,     0.6,    38.1,   359.164059,0,0, 13,MARICOPA            
280,AZ,AZ, 4,85018, 3,1,1,3,N, , 2, 2, 22,1745,1830,111987,112187,     1.3,    25.3,   363.432059,0,0, 13,MARICOPA            
281,AZ,AZ, 4,85018, 3,1,1,1,N, , 1, 2, 23,2145,0815,112187,112487,     1.3,    14.5,   359.164059,0,0, 13,MARICOPA            
282,AZ,AZ, 4,85018, 3,1,1,3,N, , 5, 2, 41,1700,1710,010188,010188,     4.8,    22.6,   364.958323,0,0, 13,MARICOPA            
283,AZ,AZ, 4,85018, 3,1,1,3,N, , 1, 2, 39,1830,2130,122687,122887,     1.3,    27.8,   359.164059,0,0, 13,MARICOPA            
284,AZ,AZ, 4,85018, 3,1,1,3,N, , 5, 2, 49,0930,0936,011688,011888,     1.1,    22.8,   364.958323,0,0, 13,MARICOPA            
285,AZ,AZ, 4,85018, 3,1,1,3,N, , 3, 2, 46,1000,1000,011788,011988,     1.4,    13.4,   378.243829,0,0, 13,MARICOPA            
286,AZ,AZ, 4,85018, 3,1,1,1, , , 1, 2, 51,1800,2355,020288,020288,     0.3,     0.0,   359.164059,0,0, 13,MARICOPA            
287,AZ,AZ, 4,85018, 3,1,1,3,N, , 2, 2, 57,0900,0900,030388,030388,     0.6,   123.6,   363.432059,0,0, 13,MARICOPA            
288,AZ,AZ, 4,85018, 3,1,1,3,N, , 3, 2, 66,1530,1530,031888,032088,     2.9,     8.5,   378.243829,0,0, 13,MARICOPA            
289,AZ,AZ, 4,85018, 3,1,1,1,N, , 1, 2, 69,1800,1800,032488,032688,     2.0,    14.5,   359.164059,0,0, 13,MARICOPA            
290,AZ,AZ, 4,85018, 3,1,1,3,N, , 3, 2, 76,2100,2100,042088,042288,     3.2,     9.8,   378.243829,0,0, 13,MARICOPA            
291,AZ,AZ, 4,85018, 3,1,1,1,N, , 5, 2,106,0800,0800,062288,062488,     0.9,    23.3,   364.958323,0,0, 13,MARICOPA            
292,AZ,AZ, 4,85018, 3,1,1,1,N, , 1, 2, 86,2100,2130,053088,060688,     1.1,    27.7,   359.164059,0,0, 13,MARICOPA            
293,AZ,AZ, 4,85018, 3,1,1,2,N, , 5, 2, 89,1930,1930,062488,062688,     0.2,     0.0,   364.958323,0,0, 13,MARICOPA            
294,AZ,AZ, 4,85018, 3,1,1,1,N, , 3, 2,105,0800,0800,062588,062788,     0.3,     0.0,   378.243829,0,0, 13,MARICOPA            
295,AZ,AZ, 4,85019, 3,1,1,3,N, , 1, 2, 21,2215,2215,112287,112487,     2.2,     9.0,   359.164059,0,0, 13,MARICOPA            
296,AZ,AZ, 4,85019, 3,1,1,2,N, , 5, 2, 26,1830,1848,120287,121087,     1.7,    17.1,   364.958323,0,0, 13,MARICOPA            
297,AZ,AZ, 4,85019, 3,1,1,1,N, , 2, 2, 36,0940,0940,121687,121887,     0.7,    32.4,   363.432059,0,0, 13,MARICOPA            
298,AZ,AZ, 4,85019, 3,1,1,1,N, , 1, 2, 62,1615,1730,030388,030388,     4.0,     7.8,   359.164059,0,0, 13,MARICOPA            
299,AZ,AZ, 4,85019, 3,1,1,1,N, , 4, 2, 63,0630,1330,031488,031688,     0.5,    47.2,   364.804020,0,0, 13,MARICOPA            
300,AZ,AZ, 4,85019, 3,1,1,3,N, , 2, 2, 69,1030,1030,032888,033088,     3.3,    10.3,   363.432059,0,0, 13,MARICOPA            
301,AZ,AZ, 4,85019, 3,1,1,1,N, , 2, 2, 79,1030,1030,041888,042088,     2.3,    13.8,   363.432059,0,0, 13,MARICOPA            
302,AZ,AZ, 4,85019, 3,1,0,2,N, , 4, 2, 77,1000,1000,041288,041488,     0.0,     0.0,   364.804020,0,0, 13,MARICOPA            
303,AZ,AZ, 4,85019, 3,1,1,2,N, , 3, 2, 80,1815,1818,041288,041488,     0.0,     0.0,   378.243829,0,0, 13,MARICOPA            
304,AZ,AZ, 4,85019, 3,1,1,2,N, , 4, 2, 93,0830,1130,060688,061188,     0.3,     0.0,   364.804020,0,0, 13,MARICOPA            
305,AZ,AZ, 4,85019, 3,1,1,2,N, , 4, 2,  3,1540,1550,041988,042188,     3.7,     9.1,   364.804020,0,0, 13,MARICOPA            
306,AZ,AZ, 4,85019, 3,0,9,0, , , 2, 2, 12,2122,2130,043088,050588,     1.7,    19.9,   363.432059,0,0, 13,MARICOPA            
307,AZ,AZ, 4,85019, 3,1,1,3,N, , 5, 2,  6,2020,2100,042888,043088,     0.2,     0.0,   364.958323,0,0, 13,MARICOPA            
308,AZ,AZ, 4,85020, 3,1,1,3,N, , 5, 2, 28,0700,0700,120287,120287,     1.7,    18.9,   364.958323,0,0, 13,MARICOPA            
309,AZ,AZ, 4,85020, 3,1,1,3,N, , 3, 2, 28,1430,1430,120287,120287,     1.6,    14.3,   378.243829,0,0, 13,MARICOPA            
310,AZ,AZ, 4,85020, 3,1,1,3,N, , 3, 2, 30,1300,1300,120287,120287,     1.2,    44.1,   378.243829,0,0, 13,MARICOPA            
311,AZ,AZ, 4,85020, 3,1,1,2,N, , 4, 2, 32,1715,1700,120287,120287,     0.9,    21.3,   364.804020,0,0, 13,MARICOPA            
312,AZ,AZ, 4,85020, 3,2,1,3,N, , 2, 2, 49,1410,1210,012688,012888,     0.8,    31.7,   363.432059,0,0, 13,MARICOPA            
313,AZ,AZ, 4,85020, 3,1,1,3,N, , 4, 2, 70,1500,1600,032388,032588,     0.5,    36.8,   364.804020,0,0, 13,MARICOPA            
314,AZ,AZ, 4,85020, 3,0,9,0, , , 2, 2, 72,0500,0500,040488,040488,     0.4,     0.0,   363.432059,0,0, 13,MARICOPA            
315,AZ,AZ, 4,85020, 3,1,1,1,N, , 2, 2, 75,0630,0630,041388,041588,     0.7,    27.8,   363.432059,0,0, 13,MARICOPA            
316,AZ,AZ, 4,85020, 3,2,1,2,N, , 4, 2, 84,0900,0900,061888,062088,     0.4,     0.0,   364.804020,0,0, 13,MARICOPA            
317,AZ,AZ, 4,85020, 3,1,1,3,N, , 1, 2,121,0800,0800,070788,070788,     0.3,     0.0,   359.164059,0,0, 13,MARICOPA            
318,AZ,AZ, 4,85020, 3,1,1,1,N, , 5, 2,109,1920,1920,062188,062388,     0.0,     0.0,   364.958323,0,0, 13,MARICOPA            
319,AZ,AZ, 4,85020, 3,1,1,3,N, , 4, 2,  5,1200,1200,042788,042988,     0.1,     0.0,   364.804020,0,0, 13,MARICOPA            
320,AZ,AZ, 4,85021, 3,1,1,3,N, , 2, 2, 40,0810,0800,011588,011788,     1.3,    35.9,   363.432059,0,0, 13,MARICOPA            
321,AZ,AZ, 4,85021, 3,1,1,1,N, , 4, 2, 50,1327,1328,012688,012888,     4.8,     6.4,   364.804020,0,0, 13,MARICOPA            
322,AZ,AZ, 4,85021, 3,1,1,1, , , 3, 2, 52,1330,1500,020288,021188,     0.8,    41.2,   378.243829,0,0, 13,MARICOPA            
323,AZ,AZ, 4,85021, 3,2,2,3,N, , 3, 2, 59,0815,0815,030388,031188,    16.4,    63.8,   378.243829,0,0, 13,MARICOPA            
324,AZ,AZ, 4,85021, 3,1,1,1,N, , 2, 2, 74,1430,0900,033188,040488,     0.9,    25.4,   363.432059,0,0, 13,MARICOPA            
325,AZ,AZ, 4,85021, 3,1,1,1,N, , 5, 2, 75,1235,1245,041288,041488,     0.7,    36.4,   364.958323,0,0, 13,MARICOPA            
326,AZ,AZ, 4,85021, 3,1,1,3,N, , 1, 2,104,1214,0741,061688,061988,     0.4,     0.0,   359.164059,0,0, 13,MARICOPA            
327,AZ,AZ, 4,85021, 3,1,1,1,N, , 3, 2,106,1500,1500,061888,062088,     2.1,    10.9,   378.243829,0,0, 13,MARICOPA            
328,AZ,AZ, 4,85021, 3,1,1,3,N, , 1, 2,101,1220,1220,061788,061988,     0.2,     0.0,   359.164059,0,0, 13,MARICOPA            
329,AZ,AZ, 4,85021, 3,1,1,5,N, , 1, 2,112,0945,0820,062488,062688,     0.9,    23.9,   359.164059,0,0, 13,MARICOPA            
330,AZ,AZ, 4,85021, 3,1,1,3,N, , 5, 2,111,0645,0655,062788,062988,     0.0,     0.0,   364.958323,0,0, 13,MARICOPA            
331,AZ,AZ, 4,85021, 3,1,1,2,N, , 5, 2,  9,1320,1420,051888,052088,     0.5,     0.0,   364.958323,0,0, 13,MARICOPA            
332,AZ,AZ, 4,85021, 3,1,1,2,N, , 1, 2, 11,1000,1330,051188,051388,     0.6,    44.5,   359.164059,0,0, 13,MARICOPA            
333,AZ,AZ, 4,85022, 3,1,1,1,N, , 1, 2, 21,1400,1515,120287,120287,     2.0,    13.2,   359.164059,0,0, 13,MARICOPA            
334,AZ,AZ, 4,85022, 3,1,1,3,N, , 5, 2, 42,1500,1500,010188,010188,     2.8,    12.2,   364.958323,0,0, 13,MARICOPA            
335,AZ,AZ, 4,85022, 3,1,1,3,N, , 5, 2, 51,1912,1940,020288,020288,     1.0,    29.2,   364.958323,0,0, 13,MARICOPA            
336,AZ,AZ, 4,85022, 3,1,1,3, , , 5, 2, 52,2100,2105,013088,020288,     1.7,    14.7,   364.958323,0,0, 13,MARICOPA            
337,AZ,AZ, 4,85022, 3,1,1,1,N, , 5, 2, 63,2100,0730,041088,041388,     0.8,    33.6,   364.958323,0,0, 13,MARICOPA            
338,AZ,AZ, 4,85022, 3,5,1,2,N, , 1, 2, 69,0835,0836,032688,032888,     1.0,    17.9,   359.164059,0,0, 13,MARICOPA            
339,AZ,AZ, 4,85022, 3,1,1,3,N, , 4, 2, 98,0855,0855,061888,062088,     2.8,     7.8,   364.804020,0,0, 13,MARICOPA            
340,AZ,AZ, 4,85022, 3,1,1,2,N, , 3, 2,  8,1111,1111,051488,051688,     1.4,    17.9,   378.243829,0,0, 13,MARICOPA            
341,AZ,AZ, 4,85023, 3,1,1,7,N, , 2, 2, 31,1905,1905,122087,122287,     3.8,    10.7,   363.432059,0,0, 13,MARICOPA            
342,AZ,AZ, 4,85023, 3,1,1,3,N, , 1, 2, 36,0820,0820,121687,121887,     4.0,     6.9,   359.164059,0,0, 13,MARICOPA            
343,AZ,AZ, 4,85023, 3,1,1,1,N, , 1, 2, 34,1610,1610,120287,121187,     2.5,     9.9,   359.164059,0,0, 13,MARICOPA            
344,AZ,AZ, 4,85023, 3,1,1,2,N, , 5, 2, 47,1015,1030,022288,022488,     1.3,    24.5,   364.958323,0,0, 13,MARICOPA            
345,AZ,AZ, 4,85023, 3,1,1,3,N, , 2, 2, 49,1150,1150,012288,012488,     4.9,     7.4,   363.432059,0,0, 13,MARICOPA            
346,AZ,AZ, 4,85023, 3,1,1,0, , , 5, 2, 53,0600,0630,020288,020288,     2.3,    21.4,   364.958323,0,0, 13,MARICOPA            
347,AZ,AZ, 4,85023, 3,1,1,0,N, , 1, 2, 59,2300,2300,030388,030388,     1.1,    29.7,   359.164059,2,0, 13,MARICOPA            
348,AZ,AZ, 4,85023, 3,1,1,2,N, , 4, 2, 60,0900,0900,030388,030388,     2.5,    10.3,   364.804020,0,0, 13,MARICOPA            
349,AZ,AZ, 4,85023, 3,1,1,3,N, , 1, 2, 81,0515,0515,062088,062288,     1.8,    18.4,   359.164059,0,0, 13,MARICOPA            
